job title,company,location,job type,date,job skills
Real Estate Admin,Roots Development,"6th of October, Giza, Egypt ",Full TimeWork From Home,3 days ago,Entry Level · 0 - 1 Yrs of Exp · females_only · Administration · Customer Service/Support · Sales · Real Estate · sales skills · Call Center · Sales Target · CRM · English Teaching
Senior Property Consultant - Resale Team,Roots Development,"Sheikh Zayed, Giza, Egypt ",Full Time,3 days ago,Experienced · 2 - 4 Yrs of Exp · Business Development · Customer Service/Support · Sales/Retail · Sales · Sales Skills · Sales Target · Real Estate · Customer Service · Customer Care · Customer Support
Senior Property Consultant - Primary Team,Roots Development,"Sheikh Zayed, Giza, Egypt ",Full Time,3 days ago,Experienced · 2 - 4 Yrs of Exp · Business Development · Customer Service/Support · Sales/Retail · Sales · Sales Skills · Sales Target · Real Estate · Customer Service · Customer Care · Customer Support
Holiday Package Specialist - United Arab Emirates,Holiday Time,"Abu Dhabi, United Arab Emirates ",Full Time,3 days ago,Experienced · 5 - 15 Yrs of Exp · Customer Service/Support · Sales/Retail · Tourism/Travel · English · Sales · sales skills · Travel · Microsoft Office · Tourism · Customer Service
Administrative Officer,Dr. Koura clinics,"Mohandessin, Giza, Egypt ",Full Time,3 days ago,Experienced · 2 - 3 Yrs of Exp · females_only · Administration · Administration · English · office · Admin · Call Center · Data Analysis · Public Relations · Customer Service · Communication
Senior Treasury Accountant,Cairo Three A  for Agricultural and Animal Production,"New Cairo, Cairo, Egypt ",Full Time,3 days ago,Experienced · 2 - 8 Yrs of Exp · males_only · Accounting/Finance · Accounting · Treasury · Communication skills · Commerce · Finance · Financial Analysis · Financial Management · MS Excel · Oracle
Property Consultant,Allocate Real Estate,"New Cairo, Cairo, Egypt ",Full Time,3 days ago,Entry Level · 1 - 3 Yrs of Exp · Sales/Retail · brokerage real estate · Brokerage · Real Estate · Sales · Experience · sales skills · Sales Target
Social Media Moderator / Telesales,Turkey Hair Clinic,"Dokki, Giza, Egypt ",Full Time,3 days ago,Entry Level · 1 - 3 Yrs of Exp · Customer Service/Support · Marketing/PR/Advertising · Media/Journalism/Publishing · facebook · E-Marketing · Marketing · Marketing skills · Sales · Social Media · Social Networking
HR Specialist,MLS Realty,"Cairo, Egypt ",Full Time,3 days ago,Entry Level · 1+ Yrs of Exp · females_only · Human Resources · Human Resources (HR) · Microsoft Office · Personnel · Real Estate · Recruitment
QC Section Head,Confidential,"6th of October, Giza, Egypt ",Full Time,3 days ago,Manager · 4 - 7 Yrs of Exp · R&D/Science · Operations/Management · Quality · QC · Production Process · QA · Quality Management · Chemicals · Chemistry · Communication
Unified Communications Specialist (Microsoft Teams/Skype),Global Brands,"New Cairo, Cairo, Egypt ",Full TimeWork From Home,3 days ago,Experienced · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · business · Communication · Communication Engineering · MS · Computer Engineering
Senior Cloud Engineer,Global Brands,"New Cairo, Cairo, Egypt ",Full Time,3 days ago,Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Automation · Azure · Cloud · AWS · Security · SQL · Computer Science
Human Resource Administrator,Dr. Koura clinics,"Mohandessin, Giza, Egypt ",Full Time,3 days ago,Experienced · 2 - 4 Yrs of Exp · Administration · Human Resources · Administration · Recruiter · Recruitment · HR · Human Resources (HR) · fluent english
Technical Sales & Service Engineer,RMS,"Mohandessin, Giza, Egypt ",Full Time,3 days ago,Entry Level · 1 - 2 Yrs of Exp · Sales/Retail · Engineering - Mechanical/Electrical · Engineering - Other · Automation · Sales · sales skills · Engineering · PLC · English · Instrumentation
Personnel Specialist,Digital Bridges,"Maadi, Cairo, Egypt ",Full Time,3 days ago,Experienced · 2 - 4 Yrs of Exp · Administration · Human Resources · HR · HR Diploma · Personnel · Recruitment · Administration · Human Resources (HR) · Human Resources
Customer Service Agent - Mahalla Kubra,tlccambridge,"Mahalla Kubra, Gharbia, Egypt ",Full Time,3 days ago,Entry Level · 0 - 2 Yrs of Exp · females_only · Customer Service/Support · Customer Service · excel · MS · MS Office · powerpoint · word · Writing · English · Customer Support
Digital Marketing Specialist - Mahalla Kubra,tlccambridge,"Mahalla Kubra, Gharbia, Egypt ",Full Time,3 days ago,Experienced · 2+ Yrs of Exp · females_preferred · Marketing/PR/Advertising · Media/Journalism/Publishing · Communication · Communication skills · facebook · E-Marketing · Facebook ads · Google Ads · Digital Marketing · Creative
English Instructor & Translator - Mahalla Kubra,tlccambridge,"Mahalla Kubra, Gharbia, Egypt ",Full Time,3 days ago,Experienced · 2 - 4 Yrs of Exp · females_preferred · Training/Instructor · Education · language · Training · Teaching · Instructor · Translation
Audio Visual Pre Sales Engineer,Itechs,"Heliopolis, Cairo, Egypt ",Full Time,3 days ago,Experienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Audiovisual · Information Technology (IT) · Audio · Visual · sales skills · technical · Engineering
Admissions Officer,El Sewedy Education  The Knowledge Hub Universities,"Cairo, Egypt ",Full Time,3 days ago,Entry Level · 1 - 3 Yrs of Exp · Administration · Education/Teaching · Admin · Administration · admission · Communication skills · Documents · Education · Microsoft Office
BIM Manager,CSCEC（Egypt – Alamein Downtown Towers project ),"Alamein, Matruh, Egypt ",Full Time,3 days ago,Manager · 15 - 20 Yrs of Exp · Engineering - Construction/Civil/Architecture · Project/Program Management · BIM · Architecture · Communication · Engineering · Project Management · Communication skills
Sr. Technical Office Electrical Engineer (BIM),AMA for designing and engineering services,"Maadi, Cairo, Egypt ",Full Time,3 days ago,Experienced · 5 - 7 Yrs of Exp · Creative/Design/Art · Engineering - Mechanical/Electrical · Electrical Engineering · BIM · Engineering · Communication skills · Microsoft Office · Revit · AutoCAD
Junior Fleet Maintenance Engineer,Reliance Egypt,"Katameya, Cairo, Egypt ",Full Time,3 days ago,Experienced · 2 - 3 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Mechanical · Engineering · Mechanical Engineering · Maintenance · Fleet
Senior Sales Engineer,Integrated Technics,"Maadi, Cairo, Egypt ",Full Time,3 days ago,Experienced · 5 - 15 Yrs of Exp · Sales/Retail · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Communication skills · Sales · Electrical · Engineering · business · Security · sales skills
Payroll Specialist,MCV,"Cairo, Egypt ",Full Time,3 days ago,Entry Level · 1 - 3 Yrs of Exp · Accounting/Finance · Human Resources · Accounting · Payroll · HR Certificate · Human Resources (HR) · HR · MS Office · English
Physics Assistant Lecturer,El Sewedy Education  The Knowledge Hub Universities,"Cairo, Egypt ",Part Time,3 days ago,Entry Level · 1 - 6 Yrs of Exp · R&D/Science · Education/Teaching · Academic · Assistant · Education · Innovation · learning · Lecturer · Teaching · Communication skills
Database Administrator,CYSHIELD,"Sheraton, Cairo, Egypt ",Full Time,3 days ago,Experienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Backup · Computer Science · Database · Configuration · Engineering · Information Technology (IT) · MongoDB
Software Development Team Leader,Itechs,"Heliopolis, Cairo, Egypt ",Full Time,3 days ago,Manager · 6 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · Software Development · Software · Information Technology (IT) · .Net · MVC · MySQL
Field Credit Coordinator,INDEVCO,"Luxor, Egypt ",Full Time,3 days ago,Entry Level · 1 - 3 Yrs of Exp · Accounting/Finance · Accounting · Finance · Administration · Financial Accounting · Accounts Payable · Cost Accounting · Accounting Reports
Payroll Specialist,Sidra,"Heliopolis, Cairo, Egypt ",Full Time,3 days ago,Experienced · 3 - 5 Yrs of Exp · Human Resources · Payroll · Human Resources (HR) · Personnel · Accounting · Payroll Specialist
Android Mobile Developer,Itechs,"Heliopolis, Cairo, Egypt ",Full Time,3 days ago,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Android · Information Technology (IT) · MVC
Customer Services Agent,Transporter Egypt,"Mokattam, Cairo, Egypt ",Full Time,3 days ago,Entry Level · 0 - 1 Yrs of Exp · Customer Service/Support · Customer · Customer Care · Customer Service · Customer Support · Call Center · Inbound Calls
Admin Specialist,Confidential,"Sheikh Zayed, Giza, Egypt ",Full Time,3 days ago,Entry Level · 1 - 2 Yrs of Exp · Administration · Administration · Business Administration · Communication skills · English · Microsoft Office
Training Specialist,Confidential,"Sheikh Zayed, Giza, Egypt ",Full Time,3 days ago,Entry Level · 1 - 3 Yrs of Exp · Human Resources · Training/Instructor · Human Resources (HR) · Training · Microsoft Office · English
Procurement Specialist,Confidential,"Cairo, Egypt ",Full Time,3 days ago,Entry Level · 1 - 2 Yrs of Exp · Logistics/Supply Chain · Purchasing/Procurement · Commerce · Material Purchasing · Purchasing · Procurement · SAP · Microsoft Office · Logistics · Production
Quality Manager,Beko,"10th of Ramadan City, Cairo, Egypt ",Full Time,3 days ago,Manager · 8+ Yrs of Exp · Quality · Quality Management · Quality Assurance · ISO 9001 · Six Sigma · Communication · English · Quality Control · Engineering
Senior Front End Developer (Remotely),SURE International Technology,"Cairo, Egypt ",Full TimeWork From Home,3 days ago,Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Software Development · Computer Science · frontend · front end · APIs · CSS · Git
General Accountant - Outsourced,Diversey Egypt,"Sheraton, Cairo, Egypt ",Full Time,3 days ago,Experienced · 2 - 5 Yrs of Exp · Accounting/Finance · Accounting · Financial Analysis · Financial Management · Finance
IT Sales Account Manager,Misr International Systems,"Smart Village, Giza, Egypt ",Full Time,3 days ago,Experienced · 2 - 3 Yrs of Exp · males_only · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · MBA · Sales · Marketing · Sales Skills · Sales Target · Computer Science · Electronics
English Mass Hiring Recruiter (Alex),Majorel Egypt,"Alexandria, Egypt ",Full Time,3 days ago,Entry Level · 0 - 2 Yrs of Exp · Human Resources · English · Hiring · Communication · Human Resources (HR) · Recruitment · Sourcing · Talent acquisition
Electrical & Mechanical Site Engineers,Icontracting,"Giza, Egypt ",Full Time,3 days ago,Experienced · 3 - 7 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Electrical Engineering · Mechanical · Communication skills · Engineering · Maintenance · Mechanical Engineering
Communication Engineer- Monufya - Gharbia,Telecom Egypt,"Monufya, Egypt ",Full Time,3 days ago,Entry Level · 0 - 3 Yrs of Exp · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering · Communications · Telecommunications · Communications Engineer · Communication Engineering · Communication · Electrical Engineering · Electrical Control
Foreign Purchasing Specialists,Misr Elhegaz Group,"Heliopolis, Cairo, Egypt ",Full Time,3 days ago,Experienced · 3 - 5 Yrs of Exp · Logistics/Supply Chain · Purchasing/Procurement · Foreign Purchasing · English · Logistics · Purchasing · Procurement · ERP · Supply Chain · Business Administration
Communication Engineer- Cairo and Giza,Telecom Egypt,"Giza, Egypt ",Full Time,3 days ago,Entry Level · 0 - 3 Yrs of Exp · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering · Communications · Telecommunications · Communications Engineer · Communication Engineering · Communication · Electrical Engineering · Electrical Control
Mechanical & Electrical Technical Office Engineer,Icontracting,"Mohandessin, Giza, Egypt ",Full Time,3 days ago,Experienced · 2 - 5 Yrs of Exp · Creative/Design/Art · Engineering - Mechanical/Electrical · Electrical · Electrical Engineering · Mechanical Engineering · Mechanical · Communication skills · Microsoft Office · Engineering
Implementation Consultant,AGG Information Technology,"Nasr City, Cairo, Egypt ",Full Time,3 days ago,Entry Level · 1 - 4 Yrs of Exp · Business Development · IT/Software Development · Logistics/Supply Chain · Implementation · ERP · English · Information Technology (IT) · Customer Service · Communication · MS Office
Social Media Specialist,Confidential,"Smouha, Alexandria, Egypt ",Full Time,3 days ago,Experienced · 3 - 5 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · Marketing tools · social media marketing · E-Marketing · social · Social Media · Content
